,0
2022-12-05 05:00:00+00:00,287656.5667744116
2022-12-06 05:00:00+00:00,283834.9988492719
2022-12-07 05:00:00+00:00,283339.70786466636
2022-12-08 05:00:00+00:00,285398.1055894849
2022-12-09 05:00:00+00:00,283446.6326262072
2022-12-12 05:00:00+00:00,287355.3702565187
2022-12-13 05:00:00+00:00,289351.3036512126
2022-12-14 05:00:00+00:00,287769.5683175751
2022-12-15 05:00:00+00:00,290197.1656942776
2022-12-16 05:00:00+00:00,289906.96852858335
2022-12-19 05:00:00+00:00,292539.7219278695
2022-12-20 05:00:00+00:00,292239.2958012051
2022-12-21 05:00:00+00:00,287933.27393130685
2022-12-22 05:00:00+00:00,292151.4197019717
2022-12-23 05:00:00+00:00,290452.0668615559
2022-12-27 05:00:00+00:00,291631.9015901885
2022-12-28 05:00:00+00:00,295176.6648706715
2022-12-29 05:00:00+00:00,290120.001241947
2022-12-30 05:00:00+00:00,290858.2607452032
2023-01-03 05:00:00+00:00,292025.36566792824
2023-01-04 05:00:00+00:00,289842.10008364276
2023-01-05 05:00:00+00:00,293253.8576772352
2023-01-06 05:00:00+00:00,286639.14169109316
2023-01-09 05:00:00+00:00,286859.9134145362
2023-01-10 05:00:00+00:00,284839.4803938739
2023-01-11 05:00:00+00:00,291241.95736366644
2023-01-12 05:00:00+00:00,290950.71540630277
2023-01-13 05:00:00+00:00,292110.40816842415
2023-01-17 05:00:00+00:00,291520.20052038867
2023-01-18 05:00:00+00:00,295629.0060623834
2023-01-19 05:00:00+00:00,295333.377056321
2023-01-20 05:00:00+00:00,299848.15778285183
2023-01-23 05:00:00+00:00,299548.30962506897
2023-01-24 05:00:00+00:00,299334.70714617503
2023-01-25 05:00:00+00:00,299280.16922494007
2023-01-26 05:00:00+00:00,302567.69027239963
2023-01-27 05:00:00+00:00,303312.8511703806
2023-01-30 05:00:00+00:00,299421.9235949551
2023-01-31 05:00:00+00:00,303795.3742993133
2023-02-01 05:00:00+00:00,306917.43801165075
2023-02-02 05:00:00+00:00,311308.84385673085
2023-02-03 05:00:00+00:00,308294.2875114502
2023-02-06 05:00:00+00:00,306492.0933287999
2023-02-07 05:00:00+00:00,310340.3007274707
2023-02-08 05:00:00+00:00,307096.48276504903
2023-02-09 05:00:00+00:00,304485.25225037703
2023-02-10 05:00:00+00:00,305141.7583576387
2023-02-13 05:00:00+00:00,308565.6103845148
2023-02-14 05:00:00+00:00,308486.13982431655
2023-02-15 05:00:00+00:00,309315.7547881169
2023-02-16 05:00:00+00:00,305246.1198395961
2023-02-17 05:00:00+00:00,304426.882802243
2023-02-21 05:00:00+00:00,298373.3582978402
2023-02-22 05:00:00+00:00,306214.9512832142
2023-02-23 05:00:00+00:00,305908.73633193097
2023-02-24 05:00:00+00:00,311239.9902104189
2023-02-27 05:00:00+00:00,310928.7502202085
2023-02-28 05:00:00+00:00,311874.9714423531
2023-03-01 05:00:00+00:00,313354.1894005006
2023-03-02 05:00:00+00:00,310999.0315870737
2023-03-03 05:00:00+00:00,315442.41541973763
2023-03-06 05:00:00+00:00,315126.9730043179
2023-03-07 05:00:00+00:00,318393.3705295524
2023-03-08 05:00:00+00:00,318074.9771590228
2023-03-09 05:00:00+00:00,324051.29974116303
2023-03-10 05:00:00+00:00,328807.1780651711
2023-03-13 04:00:00+00:00,329303.717740909
2023-03-14 04:00:00+00:00,324230.3945832081
2023-03-15 04:00:00+00:00,329377.9265883651
2023-03-16 04:00:00+00:00,323903.30807356106
2023-03-17 04:00:00+00:00,328661.379042105
2023-03-20 04:00:00+00:00,325950.0999078935
2023-03-21 04:00:00+00:00,323259.2921696126
2023-03-22 04:00:00+00:00,328665.53029759094
2023-03-23 04:00:00+00:00,327699.110950614
2023-03-24 04:00:00+00:00,325872.88387855503
